"","Age","Gender","Weight..kg.","Height..m.","Max_BPM","Avg_BPM","Resting_BPM","Session_Duration..hours.","Calories_Burned","Workout_Type","Fat_Percentage","Water_Intake..liters.","Workout_Frequency..days.week.","Experience_Level","BMI","Daily.meals.frequency","Physical.exercise","Carbs","Proteins","Fats","Calories","meal_name","meal_type","diet_type","sugar_g","sodium_mg","cholesterol_mg","serving_size_g","cooking_method","prep_time_min","cook_time_min","rating","Name.of.Exercise","Sets","Reps","Benefit","Burns.Calories..per.30.min.","Target.Muscle.Group","Equipment.Needed","Difficulty.Level","Body.Part","Type.of.Muscle","Workout","BMI_calc","cal_from_macros","pct_carbs","protein_per_kg","pct_HRR","pct_maxHR","cal_balance","lean_mass_kg","expected_burn","Burns.Calories..per.30.min._bc","Burns_Calories_Bin"
"7158",52.16,"Female","43.33","1.62",179.03,120.76,61.05,1.41,929.75,"Yoga",19.1666280009912,1.6,3.01,1,16.51,1.98,1.01,239.47,96.25,63.42,1140,"Other","Snack","Keto",13.55,2116.41,241.63,401.87,"Fried",38.89,100.07,3,"Shoulder Press",4,24.93,"Builds calf muscles",330.78,"Shoulders","Resistance Band","Advanced","Legs","Triceps","Standing calf raises",16.5104404816339,1913.66,0.500548686809569,2.22132471728594,0.506102729276149,0.674523822822991,210.25,35.0251000871705,932.7996,54529484884430888960,"Low"
"7159",28.21,"Male","76.57","1.62",160.78,162.41,70.21,1.16,1531.2,"HIIT",28.5871316097797,2.31,3.01,2,29.18,1.98,-0.02,179.6,70.48,48.13,2084,"Other","Lunch","Vegan",7.7,2478.13,74.74,142.61,"Fried",7.75,7.15,2.61,"Prone Cobras",5.01,18.93,"Strengthens shoulders",370.59,"Shoulders, Upper Back","Parallel Bars or Chair","Intermediate","Abs","Quads","Crunches",29.1761926535589,1433.49,0.501154524970526,0.920464934047277,1.01799712929226,1.01013807687523,552.8,54.6808333263917,859.7688,1.37967039145831e+20,"Very High"
"7160",54.19,"Female","115.52","1.92",188.08,135.07,71.11,1.21,1306.8,"Strength",35,2.61,3.99,2,31.34,2.99,-0.03,310.57,124.6,82.91,3209,"Other","Breakfast","Vegan",0.91,2451.06,181.56,353.21,"Boiled",17.03,35.29,4.86,"Push Ups",4,20.95,"Targets abdominal muscles",379.09,"Glutes, Hamstrings","Cable Machine","Beginner","Back","Middle","Seated cable rows",31.3368055555556,2486.87,0.499535560765138,1.07860110803324,0.546806873557322,0.718151850276478,1902.2,75.088,917.3978,1.66049486339486e+20,"Very High"
"7161",55.9,"Male","106.81","1.73",184.91,126.33,49.95,1.08,1165.43,"Strength",34.3035344425378,2.79,2.99,1,35.69,3,0,299.06,119.4,79.71,2905,"Other","Snack","Balanced",24.29,1458.09,297.81,425.03,"Steamed",13.11,58.55,4.2,"Scissors Kicks",3.99,14.9,"Builds explosive power",353.29,"Quadriceps, Hamstrings, Glutes","Bench, Barbell","Advanced","Abs","Upper","Leg raises",35.6877944468576,2391.23,0.500261371762649,1.1178728583466,0.565945465323059,0.683197231085393,1739.57,70.1703948619254,763.1064,93361010741828485120,"High"
"7162",26.09,"Female","70.65","1.66",184.2,124.92,68.02,0.81,712.8,"Cardio",28.3860469468032,1.72,2.99,1,25.64,4,0.03,287.3,115.57,76.91,1833,"Other","Dinner","Low-Carb",30.94,263.27,272.98,468.26,"Roasted",38.72,93.81,4.79,"Bulgarian Split Squats",5,21.99,"Builds shoulder width",336.1,"Quadriceps","Dumbbells or Barbell","Advanced","Legs","Lats","Hanging leg raises",25.6386993758165,2303.67,0.498856172976164,1.63581033262562,0.489757273196764,0.678175895765472,1120.2,50.5952578320835,544.482,62118940660617388032,"Low"
"7163",26.08,"Female","124.83","1.76",175.98,162.71,66,1.15,1246.14,"Strength",35,3.08,4.02,2,40.3,2.98,0.02,162.8,66.07,44.1,3180,"Other","Lunch","Vegetarian",18.53,335.39,117.19,451.56,"Grilled",57.94,31.41,1.12,"Lat Pulldowns",4.99,24.01,"Improves posture and back strength",340.71,"Lower Chest, Triceps","Bench, Barbell","Intermediate","Arms","Quads","Overhead triceps extensions",40.2989411157025,1312.38,0.49619774760359,0.529279820555956,0.879341698490635,0.924593703829981,1933.86,81.1395,783.633,69429853842098184192,"Medium"
"7164",36.01,"Female","48.56","1.68",194.15,143.79,56.16,1.23,1488.3,"HIIT",20.3795777788501,1.59,2.99,1,17.21,2,1.01,274.79,109.39,72.91,1436,"Other","Snack","Keto",44.22,111.76,99.23,142,"Roasted",57.14,24.4,2,"Zottman Curls",5,22.05,"Improves hip power and cardiovascular fitness",332.93,"Quadriceps, Hamstrings, Glutes","Bench or Sturdy Surface","Advanced","Shoulders","Posterior","Hyperextensions",17.2052154195011,2192.91,0.501233520755526,2.25267710049423,0.635046017827379,0.740612928148339,-52.3,38.6636770305904,819.0078,57492472586119340032,"Low"
"7165",23.79,"Male","40.65","1.64",167.86,168.28,54.83,0.99,1200.08,"HIIT",16.6732863459349,1.89,1.99,1,15.11,3.02,1.99,345.89,138.71,92.47,1058,"Other","Dinner","Vegetarian",20.13,2179.05,88.08,450.96,"Raw",44.62,54.04,2.39,"Jumping Jacks",5.01,16,"Isolates triceps",360.27,"Upper Chest, Triceps","Parallel Bars or Chair","Advanced","Chest","Lower","Leg raises",15.1137715645449,2770.63,0.499366570058073,3.41230012300123,1.00371582765637,1.00250208507089,-142.08,33.8723091003775,713.3346,1.09540245397864e+20,"High"
"7166",48.1,"Male","114.19","1.86",175.23,141.16,55.98,1.37,1206.7,"Cardio",31.4266488766378,3.59,3,1,33.01,2.99,-0.02,282.06,112.67,74.92,2954,"Other","Snack","Vegan",35.11,1190.98,226.57,255.43,"Fried",39.93,108.5,2.3,"Face Pulls",5.01,24.06,"Improves cardiovascular fitness",350.22,"Back, Core, Shoulders","None or Dumbbell","Beginner","Abs","Wrist Flexors","Concentration curls",33.0067059775697,2253.2,0.500727853719155,0.986688851913478,0.714297693920335,0.805569822518975,1747.3,78.3039096477672,959.6028,86936830864443523072,"High"
"7167",27,"Male","107.73","1.8",173.75,122.24,69.78,1.38,1490.4,"Strength",34.913316756744,2.48,4,2,33.25,2,0.99,246.37,98.14,65.45,2907,"Other","Dinner","Paleo",16.11,2111.51,81.87,100.66,"Baked",49.72,111.68,3.82,"Seated Rows",3.99,23.93,"Builds calf muscles",372.39,"Full Body","Bench or Sturdy Surface","Beginner","Back","Lateral","Dumbbell flyes",33.25,1967.09,0.500983686562384,0.910981156595192,0.504568625565067,0.703539568345324,1416.6,70.1178838579596,1027.7964,1.4353801582165e+20,"Very High"
"7168",58.09,"Female","56.04","1.7",170.06,121.98,57.16,0.74,651.2,"Cardio",21.433634883224,2.7,2.01,1,19.39,2.99,0.03,207.1,81.85,54.67,1554,"Other","Dinner","Vegetarian",8.52,1456.04,272.08,287.46,"Raw",49.1,89.46,3.02,"Rows",5.02,16,"Improves coordination and cardiovascular health",358.28,"Core, Shoulders, Legs","Cable Machine","Advanced","Abs","Lats","Pull-ups",19.3910034602076,1647.83,0.502721761346741,1.46056388294076,0.574136403897254,0.717276255439257,902.8,44.0285910114413,530.2544,1.04694299243982e+20,"High"
"7169",45.98,"Male","89.23","1.63",165.91,145.75,66,0.76,500.69,"Yoga",35,3.49,2.02,1,33.58,1.99,0.01,239.94,94.71,63.26,2409,"Other","Dinner","Vegetarian",12.94,345.09,183.1,435.86,"Fried",10.29,78.5,4.11,"Face Pulls",5.02,21.04,"Improves hip power and cardiovascular fitness",365.89,"Core, Shoulders, Hips","Cable Machine or Resistance Band","Beginner","Shoulders","Lower Chest","Decline dumbbell press",33.5842523241372,1907.94,0.503034686625366,1.06141432253726,0.798218396556901,0.878488337050208,1908.31,57.9995,556.1528,1.24305558611092e+20,"Very High"
"7170",27.46,"Female","63.73","1.52",195.18,119.45,59.94,1.18,1132.8,"Cardio",25.4971306804656,2.1,3.99,2,27.58,3.01,0,201.78,81.52,53.9,1768,"Other","Dinner","Keto",18.4,672.77,115.86,348.28,"Baked",42.54,112.66,2.66,"Turkish Get-ups",4.98,24.95,"Advanced core exercise",337.48,"Glutes, Hamstrings, Core","Cable Machine","Advanced","Arms","Wrist Flexors","Cable crossovers",27.5839681440443,1618.3,0.498745597231663,1.27914639887023,0.440032534753032,0.611999180243877,635.2,47.4806786173393,796.4528,64233001139965435904,"Low"
"7171",54.68,"Female","75.42","1.72",194.06,154,59.98,0.97,959.43,"Strength",26.4218159502314,1.91,2.99,1,25.49,3.99,0.03,172.45,69.67,46.39,2076,"Other","Lunch","Vegetarian",16.87,1696.6,212.53,233.64,"Baked",34.78,11.02,0.99,"Dead Bugs",4.98,16.95,"Strengthens back and legs",362.48,"Lower Back, Glutes","Wall","Beginner","Abs","Anterior","Face pulls",25.4935100054083,1385.99,0.497694788562688,0.923760275788915,0.701223150357995,0.793568999278574,1116.57,55.4926664103355,703.2112,1.15151703227929e+20,"Very High"
"7172",30.01,"Male","67.84","1.75",180.06,167.85,66.73,1.25,823.5,"Yoga",25.65665451609,3.07,2.04,1,22.15,1.99,-0.01,202.98,81.81,54.33,1877,"Other","Lunch","Vegan",41.4,1917.24,229.28,414.64,"Raw",44.39,26.9,2.29,"Deadlift",4.01,21.05,"Improves posture and back strength",359.9,"Full Body","Step or Box","Beginner","Arms","Grip Strength","Face pulls",22.1518367346939,1628.13,0.498682537635201,1.20592570754717,0.892261537104032,0.932189270243252,1053.5,50.4345255762845,899.75,1.08624620293694e+20,"High"
"7173",18.11,"Female","60.65","1.79",191.05,125.88,69.01,1.11,734.6,"Yoga",22.1597772879527,2.09,2,1,18.93,2.01,-0.02,199.24,80.83,52.94,1599,"Other","Dinner","Keto",16.17,1238.54,267.4,372.66,"Fried",7.14,111.29,1.51,"Bicycle Crunches",3.98,23.98,"Activates and strengthens glutes",331.41,"Full Body","Step or Box","Intermediate","Back","Lower","Hyperextensions",18.9288723822602,1596.74,0.499116950787229,1.33272877164056,0.465994755817765,0.658885108610311,864.4,47.2100950748567,735.7302,55383492396537733120,"Low"
"7174",20.29,"Male","125.12","1.82",194.28,145.06,62.93,1.25,1199,"Cardio",35,3.2,3,1,37.77,2.99,0.04,279.66,112.14,74.69,3183,"Other","Breakfast","Vegan",17.92,1847.18,53.68,208.05,"Roasted",38.97,53.17,2.37,"Bulgarian Split Squats",5.02,14.93,"Strengthens back and improves posture",365.36,"Lower Abs","Bench or Sturdy Surface","Advanced","Shoulders","Triceps","Russian twists",37.7732157951938,2239.41,0.499524428309242,0.896259590792839,0.625275980205558,0.746654313362158,1984,81.328,913.4,1.22842207306975e+20,"Very High"
"7175",44.06,"Male","86.33","1.97",196.8,167.35,49.95,1.66,1942.2,"Strength",21.8113648450306,3.5,5,3,22.24,1.98,1.99,306.56,122.68,81.44,2355,"Other","Breakfast","Vegan",15.88,361.05,57.94,359.24,"Baked",40.39,115.68,1.23,"Leg Raises",4.01,19.16,"Improves shoulder mobility and posture",348.27,"Chest, Triceps","Dumbbells","Intermediate","Back","Anterior","Seated cable rows",22.2448401144065,2449.92,0.500522466039707,1.42105872813622,0.799455226421518,0.85035569105691,412.8,67.5002487292851,1156.2564,83060911019617206272,"Medium"
"7176",36.08,"Female","99.34","1.98",189.03,146.62,73.02,1.33,1169.34,"Cardio",26.4708541080778,2.51,2.99,1,25.34,3.01,0.01,195.67,78.79,51.85,2470,"Other","Breakfast","Paleo",4.25,661.44,70.21,459.96,"Fried",58.19,62.28,2.19,"Lunges",4.02,20.93,"Activates and strengthens glutes",345.18,"Quadriceps, Hamstrings, Glutes","Kettlebell","Advanced","Shoulders","Anterior","Seated cable rows",25.3392510968269,1564.49,0.500278045880766,0.793134688947051,0.634428066545987,0.775644077659631,1300.66,73.0438535290355,918.1788,77229361273219252224,"Medium"
"7177",41.39,"Female","81.8","1.87",167.33,128.09,58.86,1.87,2678.21,"HIIT",22.2354146845733,3.5,5,3,23.39,3,0.03,317,126.72,84.13,2513,"Other","Breakfast","Vegan",38.52,1194.87,154.64,404.34,"Steamed",60.33,49.31,1.2,"Renegade Rows",5,19.03,"Improves core stability and balance",345.44,"Legs, Shoulders, Core","Bench or Sturdy Surface","Beginner","Shoulders","Grip Strength","Chest flyes",23.3921473304927,2532.05,0.500780000394937,1.54914425427873,0.638240988291694,0.765493336520648,-165.21,63.611430788019,1291.9456,77705792314876149760,"Medium"
"7178",50.2,"Female","42.42","1.53",167.95,155.41,65,1.41,1354.73,"Cardio",24.9949622999046,2.41,3.97,2,18.12,2.01,1.99,307.94,125.06,83.46,1224,"Other","Breakfast","Balanced",28.26,1427.33,162.83,159.49,"Steamed",11.75,99.41,2.55,"Bench Press",3.99,16,"Strengthens shoulders",333.14,"Quadriceps, Calves, Glutes","Dumbbells","Intermediate","Legs","Anterior","Hammer curls",18.1212354222735,2483.14,0.496049356862682,2.94813767090995,0.878193297717339,0.925334921107472,-130.73,31.8171369923805,939.4548,57789317904395526144,"Low"
"7179",23.84,"Female","54.52","1.74",159.65,166.85,52.93,0.85,561,"Yoga",20.0541758883912,3.61,3.01,1,18.01,2,0.98,330.13,132.9,88,1515,"Other","Lunch","Vegan",3.91,657.49,153.26,287.19,"Steamed",24.02,36.63,4.28,"Seated Rows",2.98,5,"Targets lower chest",240.74,"Core, Obliques","Box or Platform","Intermediate","Shoulders","Grip Strength","Russian twists",18.007662835249,2644.12,0.499417575601713,2.43763756419663,1.06746626686657,1.0450986533041,954,43.5864633056491,409.258,4076254086853006336,"Low"
"7180",57.34,"Female","64.03","1.52",169.63,128.82,52.1,1.73,1350.44,"Yoga",27.1486998602416,2.69,5.01,3,27.71,2.99,0.03,210.47,83.62,54.92,1899,"Other","Breakfast","Vegan",20.5,188.54,63.54,333.93,"Steamed",41.16,75.83,2.02,"Glute Bridges",3.99,24.96,"Activates and strengthens glutes",334.22,"Upper Back, Rear Deltoids","Bench, Barbell","Beginner","Back","Lateral","Towel pull-up",27.7138157894737,1670.64,0.503926638892879,1.3059503357801,0.65276950565813,0.759417555856865,548.56,46.6466874794873,1156.4012,59337306752262455296,"Low"
"7181",38.67,"Female","105.17","1.99",199.28,132.64,70.99,0.81,979.21,"HIIT",25.2412485649849,2.49,1.98,1,26.56,3.99,0,184.75,73.81,48.94,2638,"Other","Dinner","Paleo",35.4,468.9,98.85,309.21,"Steamed",48.2,38.5,4.28,"Bulgarian Split Squats",4.99,24.98,"Improves flexibility",349.6,"Full Body","Parallel Bars or Chair","Advanced","Legs","Lower Chest","Skull crushers",26.5574101664099,1474.7,0.501118871634909,0.701816107254921,0.480551874658976,0.665596146126054,1658.79,78.6237788842054,566.352,85687625283261825024,"High"
"7182",42.12,"Female","72.7","1.62",175.07,138.98,66.93,1.17,1544.4,"HIIT",32.3576235653789,2.01,4.02,2,27.7,2.03,0,195.94,77.4,52.27,2167,"Other","Dinner","Low-Carb",14.58,1896.56,198.35,480.02,"Roasted",41.68,101.63,2.48,"Russian Twists",3.98,22.08,"Targets obliques and improves core rotation",346.95,"Core, Obliques","Cable Machine or Resistance Band","Intermediate","Back","Lats","Bent-over rows",27.7015698826398,1563.79,0.501192615376745,1.0646492434663,0.666265951544294,0.793853887016622,622.6,49.1760076679696,811.863,80524109778794266624,"Medium"
"7183",42.47,"Male","57.9","1.67",192.02,148.97,55.14,1.14,1127.57,"Strength",21.9062748564805,2.4,1.98,1,20.76,2.99,0.02,211.1,84.44,56.52,1418,"Other","Dinner","Vegetarian",6.98,1395.15,287.14,367.57,"Raw",48.81,96.27,3.88,"Turkish Get-ups",5,24.03,"Improves core rotation strength",348.65,"Lower Chest, Triceps","Cable Machine or Resistance Band","Intermediate","Chest","Upper","Incline dumbbell flyes",20.7608734626555,1690.84,0.499396749544605,1.45837651122625,0.685490940970193,0.775804603687116,290.43,45.2162668580978,794.922,83804086989778239498,"High"
"7184",41.89,"Male","53.84","1.72",182.94,141.97,74.16,1.38,909.97,"Yoga",20.5776772034518,1.61,2.98,1,18.2,3.01,0.03,309.46,123.58,82.84,1317,"Other","Snack","Paleo",21.89,2406.67,32.71,233.78,"Boiled",52.8,31.39,4.72,"Dead Bugs",4,21.95,"Builds lower body power",333.69,"Glutes, Hamstrings","Bench or Sturdy Surface","Advanced","Abs","Quads","Incline cable crossovers",18.1990265008113,2477.72,0.499588331207723,2.29531946508172,0.623368266225409,0.776046791297693,407.03,42.7609785936615,920.9844,58573156297960800256,"Low"
"7185",54.91,"Female","86.66","1.77",175.95,157.19,61.13,1,1078.2,"Strength",24.0941522814344,2.81,3,1,27.66,2.99,0.03,256.16,102.19,67.81,2289,"Other","Breakfast","Low-Carb",8.59,1710.07,60.78,319.2,"Steamed",32.08,78.66,2.08,"Bicycle Crunches",4.01,21.04,"Improves posture and back strength",337.29,"Upper Back, Rear Deltoids","Kettlebell","Intermediate","Shoulders","Anterior","Donkey kicks",27.6612723036165,2043.69,0.501367624248296,1.17920609277637,0.836613830343146,0.893378800795681,1210.8,65.7800076329089,674.58,63938236464124641280,"Low"
"7186",44.92,"Female","57.16","1.55",193.99,121.51,57.87,1.68,2400.55,"HIIT",23.3243892151138,2.71,5,2,23.79,2.99,-0.01,210.69,85.21,56.78,1723,"Other","Breakfast","Balanced",32.83,624.24,21.24,271.87,"Baked",54.9,107.29,5.03,"Scissors Kicks",5,16.96,"Isolates and strengthens triceps",326.84,"Full Body, Core, Shoulders","Step or Box","Advanced","Chest","Wrist Extensors","Standing calf raises",23.7918834547346,1694.62,0.497315032278623,1.4907277816655,0.467528651190126,0.626372493427496,-677.55,43.827779124641,1098.1824,4.9445958733727e+19,"Low"
"7187",22.91,"Male","58.55","1.71",178.9,148.61,57.9,1.14,1234.28,"Strength",23.8423590172582,3.39,2.99,2,20.02,3.01,-0.03,180.02,71.95,47.71,1577,"Other","Dinner","Vegetarian",50.06,1150.09,33.01,282.82,"Boiled",21.99,37.02,1.39,"Turkish Get-ups",3.99,22.08,"Improves core stability",337.9,"Lower Back, Glutes","None or Dumbbells","Intermediate","Legs","Lats","Dumbbell flyes",20.0232550186382,1437.27,0.501005378251825,1.22886421861657,0.749669421487603,0.830687534935718,342.72,44.5902987953953,770.412,64888823178358202378,"Medium"
"7188",42.31,"Male","63.44","1.77",183.13,133.87,58.84,1.32,951.98,"Yoga",22.7227349013934,3.31,3,2,20.25,3.98,2.96,408.74,164.24,109.74,1984,"Other","Dinner","Vegetarian",19.94,2038.93,249.75,310.19,"Fried",59.71,88.3,4.39,"Tricep Extensions",5.02,16.02,"Targets lower abs",343.64,"Triceps, Chest","Dumbbells","Beginner","Arms","Wrist Flexors","Decline dumbbell press",20.2496089884771,3279.58,0.498527250440605,2.58890290037831,0.603668839005552,0.731010757385464,1032.02,49.024696978556,907.2096,74459643736658264064,"Medium"
"7189",23.93,"Male","54.9","1.74",159.91,167.11,53.12,0.84,830.84,"Strength",19.6018492720702,3.61,3.03,1,18.13,2,1.01,330.13,131.92,87.22,1558,"Other","Dinner","Low-Carb",3.8,659.61,151.97,289.96,"Raw",23.85,36.86,4.33,"Scissors Kicks",2.99,5.06,"Builds shoulder width",239.78,"Upper Back, Rear Deltoids","Dumbbells","Intermediate","Legs","Wrist Extensors","Skull crushers",18.1331747919144,2633.18,0.501492491967887,2.40291438979964,1.06742204326248,1.0450253267463,727.16,44.1385847496335,402.8304,3945528074807068160,"Low"
"7190",39.85,"Male","57.78","1.71",167.65,143.22,61.14,1.87,2189.58,"Strength",20.5330896412289,2.7,5.01,3,19.76,2,0,191.92,76.7,51.18,1691,"Other","Breakfast","Keto",43.3,70.16,290.29,357.92,"Boiled",54.9,40.4,2.89,"Turkish Get-ups",5.01,21.09,"Combines lower body and upper body strength",344.16,"Shoulders, Triceps","Resistance Band or Cable Machine","Intermediate","Abs","Posterior","Concentration curls",19.7599261311173,1535.1,0.500084685036805,1.32744894427137,0.77063186555253,0.854279749478079,-498.58,45.9159808052979,1287.1584,75384957297141710858,"Medium"
"7191",32.12,"Male","58.63","1.66",183.72,160.33,64.08,0.5,605,"HIIT",22.4911960829722,1.79,2.02,1,21.28,3.96,-0.01,283.48,113.64,75.23,1660,"Other","Breakfast","Vegetarian",30.21,681.23,156,273.22,"Boiled",35.83,47.17,3.14,"Russian Twists",4,18.09,"Activates and strengthens glutes",367.41,"Quadriceps, Hamstrings, Glutes","Bench, Barbell","Advanced","Arms","Lats","Leg press",21.2766729568878,2265.55,0.500505396040697,1.93825686508613,0.804496823804748,0.872686697147834,1055,45.4434117365534,367.41,1.285875745591e+20,"Very High"
"7192",38,"Male","91.85","1.77",178.02,140.13,74.02,0.79,782.1,"Strength",28.7381457817355,3.38,1.99,1,29.32,3.01,1.03,225.01,90.5,60.24,2425,"Other","Dinner","Paleo",38.71,1801.69,222.64,340.05,"Baked",54.33,60.72,4.41,"Russian Twists",4.01,15.14,"Builds unilateral leg strength and balance",355.69,"Core","Cable Machine or Resistance Band","Advanced","Forearms","Lower","Decline dumbbell flyes",29.3178843882665,1804.2,0.498858219709567,0.985302123026674,0.635673076923077,0.787158746208291,1642.9,65.4540130994759,561.9902,98669716718450229258,"High"
"7193",34.37,"Male","87.75","1.64",197.07,147.03,69.96,1.89,2700.62,"HIIT",31.4226162954484,3.5,3.99,2,32.63,3.01,-0.01,244.52,98.24,65.02,2283,"Other","Dinner","Vegetarian",37.25,1169.33,197.17,215.36,"Boiled",56.96,4.96,1.56,"Lat Pulldowns",5.01,14.93,"Improves shoulder mobility and posture",338.23,"Quadriceps, Hamstrings, Glutes","Pull-up Bar","Intermediate","Abs","Anterior","Hammer curl",32.6256692444973,1956.22,0.499984664301561,1.11954415954416,0.606325230115648,0.746080073070483,-417.62,60.176654200744,1278.5094,65408228525659865098,"Medium"
"7194",31.19,"Male","53.58","1.64",182.96,140.84,70.09,0.57,377.23,"Yoga",24.7682823426129,2.41,3.01,1,19.92,3.01,0.03,254.14,102.19,67.75,1332,"Other","Snack","Balanced",47.4,2047.03,148.49,142.61,"Steamed",24.19,16.02,4.39,"Flutter Kicks",5,17.06,"Improves coordination and cardiovascular health",337.27,"Quadriceps","Step or Box","Beginner","Forearms","Lower","Decline dumbbell flyes",19.9211778703153,2035.07,0.499520901000948,1.90724150802538,0.626827323469478,0.769785745518146,954.77,40.309154320828,384.4878,63907277795493134336,"Low"
"7195",49.11,"Male","70.09","1.89",193.88,127.2,50.9,0.7,461.16,"Yoga",21.3684608827335,2.6,3.01,1,19.62,3.98,-0.02,263.56,104.31,69.76,1964,"Other","Lunch","Vegetarian",19.57,2259.1,229.43,112.82,"Steamed",37.11,77.49,3.08,"Glute Bridges",4,17.97,"Isolates triceps",354.28,"Glutes, Hamstrings","Wall","Advanced","Arms","Middle","Wrist curl",19.6215111559027,2099.32,0.502181658822857,1.48822941931802,0.533641068680935,0.656075923251496,1502.84,55.1128457672921,495.992,95519659327690702858,"High"
"7196",55.55,"Female","58.03","1.68",168.08,156.22,74.06,1.6,1249.92,"Yoga",23.5252275864576,2.71,5.05,3,20.56,1.96,-0.01,242.21,96.85,64.8,1749,"Other","Snack","Balanced",1.61,419.05,165.1,208.6,"Grilled",56.12,110.51,1.61,"Scissors Kicks",3,29.98,"Builds lower body power",295.67,"Quadriceps, Hamstrings, Glutes","Bench or Sturdy Surface","Advanced","Legs","Posterior","Lateral raises",20.5605158730159,1939.44,0.499546260776306,1.66896432879545,0.873856626249734,0.929438362684436,499.08,44.3783104315787,946.144,21812605589356154880,"Low"
"7197",50.86,"Female","56.16","1.5",181.74,141.92,65.9,1.42,1722.89,"HIIT",28.2404266377355,2.41,3.01,1,24.96,2.99,0.99,255.39,102.75,68.36,1541,"Other","Snack","Vegetarian",23.1,1570.73,268.99,239.57,"Raw",23.27,97.14,1.83,"Reverse Lunges",4.01,15.1,"Strengthens core and improves mobility",339.63,"Rear Deltoids, Upper Back","None or Dumbbells","Intermediate","Legs","Triceps","Skull crushers",24.96,2047.8,0.498857310284207,1.82959401709402,0.65625,0.780895785187631,-181.89,40.3001764002478,964.5492,67652581936460775424,"Medium"
"7198",34.01,"Female","47.38","1.61",196.21,160.97,68.73,1.01,967.98,"Cardio",21.4366854996076,1.69,3.01,1,18.28,2.01,0.01,232.53,92.71,62.33,1292,"Other","Breakfast","Balanced",9.82,1422.79,248.48,268.4,"Boiled",56.56,6.19,2.15,"Jumping Jacks",5,21.93,"Strengthens core and improves mobility",341.61,"Calves","Low Bar or TRX","Advanced","Back","Upper","Lateral raises",18.2786157941437,1861.93,0.499546169834526,1.95673279864922,0.723564480702855,0.820396513939147,324.02,37.2232984102859,690.0522,70942091873911308298,"Medium"
"7199",18.94,"Female","63.34","1.53",166.1,166.99,58.12,1.33,957.6,"Yoga",27.8721416279895,2.3,3.02,2,27.06,2.98,0,235.92,93.69,62.61,1715,"Other","Lunch","Balanced",37.24,2446.73,135.4,232.7,"Raw",32.99,119.96,4.2,"Squats",3,12.05,"Strengthens shoulders",170.7,"Chest, Triceps, Shoulders","Pull-up Bar","Beginner","Abs","Anterior","Incline dumbbell press",27.0579691571618,1881.93,0.501442667899444,1.47916008841175,1.0082422670865,1.005358217941,757.4,45.6857854928315,454.062,247260999411680000,"Low"
"7200",46.22,"Male","59.1","1.7",180.09,154.7,53.1,1.52,1186.51,"Yoga",24.9230695449318,2.7,3.99,3,20.45,2.02,0.01,209.45,83.58,56.39,1883,"Other","Lunch","Keto",3.97,2335.47,213.99,310.63,"Steamed",40.1,81.86,1.19,"Dragon Flags",4.99,17.1,"Strengthens lower abs",353.97,"Quadriceps, Hamstrings, Glutes","Wall","Beginner","Legs","Lats","Barbell curls",20.4498269896194,1679.63,0.498800331025285,1.41421319796954,0.800062997086385,0.859014936975956,696.49,44.3704658989453,1076.0688,94839055317580136458,"High"
"7201",46.93,"Male","61.5","1.76",161.95,152.59,53.98,1.53,1194.32,"Yoga",23.4328124814511,2.71,5.02,3,19.85,3,0.02,268.47,108.67,72.15,1898,"Other","Snack","Balanced",34.9,2186.4,197.85,495.63,"Boiled",10.89,115.98,2.67,"Step-ups",4,14.87,"Targets lower chest",330.06,"Triceps","Cable Machine","Beginner","Arms","Lower","Bird dog",19.8540805785124,2157.91,0.49764818736648,1.7669918699187,0.913309252570158,0.942204384069157,703.68,47.0888203239076,1009.9836,53567651608477523978,"Low"
"7202",25.21,"Female","87.64","1.95",182.02,131.25,67.92,1.41,1398.44,"Strength",25.5587397275164,3.01,1.96,1,23.05,2.97,0,280.83,113.4,75.01,2504,"Other","Breakfast","Low-Carb",1.68,2127.71,126.13,379.68,"Baked",50.56,40.25,4.08,"Burpees",3,20.06,"Builds unilateral leg strength and balance",219.48,"Back, Core, Shoulders","Kettlebell","Intermediate","Back","Grip Strength","Dumbbell rows",23.0479947403024,2252.01,0.498807731759628,1.29392971246006,0.555039439088519,0.721074607186023,1105.56,65.2403205028047,618.9336,1917623623090835456,"Low"
"7203",49.2,"Male","88.96","1.99",161.85,127.15,56.1,1.82,1420.69,"Yoga",27.3895295712385,3.5,4.03,3,22.46,2.02,-0.01,180.5,72.03,47.94,2578,"Other","Breakfast","Balanced",10.53,1038.07,123.96,428.26,"Fried",35.86,29.42,1.11,"Burpees",3.99,23.15,"Strengthens back and improves posture",370.3,"Back, Core, Shoulders","Box or Platform","Advanced","Back","Lower","Plank",22.4640791899194,1441.58,0.500839356816826,0.809689748201439,0.671867612293144,0.785603954278653,1157.31,64.5942744934262,1347.892,1.37087482271648e+20,"Very High"
